"Order.number.of.item","Label","PennElementType","PennElementName","Value","PROLIFIC_ID","group","experiment","item","condition","modal","parameter","Comments"
25,"norming-trial-1","PennController","28","Start","69edcda38e496a89f5de1549","1","main","main-22","bouletic-soll","soll","bouletic",""
25,"norming-trial-1","PennController","28","End","69edcda38e496a89f5de1549","1","main","main-22","bouletic-soll","soll","bouletic",""
25,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69edcda38e496a89f5de1549","1","main","main-22","bouletic-soll","soll","bouletic",""
25,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","5","69edcda38e496a89f5de1549","1","main","main-22","bouletic-soll","soll","bouletic","Any addtional parameters were appended as additional columns"
25,"norming-trial-1","TextInput","norm-comment"," ","69edcda38e496a89f5de1549","1","main","main-22","bouletic-soll","soll","bouletic",""
25,"norming-trial-1","PennController","28","End","69edcda38e496a89f5de1549","1","main","main-22","bouletic-soll","soll","bouletic",""
36,"norming-trial-1","PennController","39","Start","69edcda38e496a89f5de1549","1","main","main-12","non-bouletic-soll","soll","non-bouletic",""
36,"norming-trial-1","PennController","39","Start","69edcda38e496a89f5de1549","1","main","main-12","non-bouletic-soll","soll","non-bouletic",""
36,"norming-trial-1","PennController","39","End","69edcda38e496a89f5de1549","1","main","main-12","non-bouletic-soll","soll","non-bouletic",""
36,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69edcda38e496a89f5de1549","1","main","main-12","non-bouletic-soll","soll","non-bouletic",""
36,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","5","69edcda38e496a89f5de1549","1","main","main-12","non-bouletic-soll","soll","non-bouletic","Any addtional parameters were appended as additional columns"
36,"norming-trial-1","TextInput","norm-comment"," ","69edcda38e496a89f5de1549","1","main","main-12","non-bouletic-soll","soll","non-bouletic",""
36,"norming-trial-1","PennController","39","End","69edcda38e496a89f5de1549","1","main","main-12","non-bouletic-soll","soll","non-bouletic",""
24,"norming-trial-1","PennController","27","Start","69edcda38e496a89f5de1549","1","main","main-23","non-bouletic-soll","soll","non-bouletic",""
24,"norming-trial-1","PennController","27","Start","69edcda38e496a89f5de1549","1","main","main-23","non-bouletic-soll","soll","non-bouletic",""
24,"norming-trial-1","PennController","27","End","69edcda38e496a89f5de1549","1","main","main-23","non-bouletic-soll","soll","non-bouletic",""
24,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69edcda38e496a89f5de1549","1","main","main-23","non-bouletic-soll","soll","non-bouletic",""
24,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","5","69edcda38e496a89f5de1549","1","main","main-23","non-bouletic-soll","soll","non-bouletic","Any addtional parameters were appended as additional columns"
24,"norming-trial-1","TextInput","norm-comment"," ","69edcda38e496a89f5de1549","1","main","main-23","non-bouletic-soll","soll","non-bouletic",""
24,"norming-trial-1","PennController","27","End","69edcda38e496a89f5de1549","1","main","main-23","non-bouletic-soll","soll","non-bouletic",""
56,"Background-language","PennController","6","Start","69edcda38e496a89f5de1549","NULL","","","","","",""
56,"Background-language","PennController","6","Start","69edcda38e496a89f5de1549","NULL","","","","","",""
56,"Background-language","PennController","6","End","69edcda38e496a89f5de1549","NULL","","","","","",""
56,"Background-language","DropDown","dialect-choice","nein","69edcda38e496a89f5de1549","1","","","","","",""
56,"Background-language","DropDown","languages-choice","ja","69edcda38e496a89f5de1549","0","","","","","",""
56,"Background-language","TextInput","languages-free"," ","69edcda38e496a89f5de1549","Shift","","","","","",""
56,"Background-language","DropDown","abroad-choice","nein","69edcda38e496a89f5de1549","1","","","","","",""
56,"Background-language","TextInput","dialect-free"," ","69edcda38e496a89f5de1549","NULL","","","","","",""
56,"Background-language","TextInput","languages-free"," Englisch","69edcda38e496a89f5de1549","NULL","","","","","",""
56,"Background-language","TextInput","abroad-free"," ","69edcda38e496a89f5de1549","NULL","","","","","",""
56,"Background-language","PennController","6","End","69edcda38e496a89f5de1549","NULL","","","","","",""
57,"Background-demographic","PennController","7","Start","69edcda38e496a89f5de1549","NULL","","","","","",""
57,"Background-demographic","PennController","7","Start","69edcda38e496a89f5de1549","NULL","","","","","",""
57,"Background-demographic","PennController","7","End","69edcda38e496a89f5de1549","NULL","","","","","",""
57,"Background-demographic","DropDown","sex","weiblich","69edcda38e496a89f5de1549","0","","","","","",""
57,"Background-demographic","DropDown","age","49","69edcda38e496a89f5de1549","31","","","","","",""
57,"Background-demographic","TextInput","feedback"," ","69edcda38e496a89f5de1549","NULL","","","","","",""
57,"Background-demographic","PennController","7","End","69edcda38e496a89f5de1549","NULL","","","","","",""
0,"introduction","PennController","0","Start","69f60c4c24779144443de325","NULL","","","","","",""
0,"introduction","PennController","0","Start","69f60c4c24779144443de325","NULL","","","","","",""
0,"introduction","PennController","0","End","69f60c4c24779144443de325","NULL","","","","","",""
0,"introduction","PennController","0","End","69f60c4c24779144443de325","NULL","","","","","",""
1,"data","PennController","1","Start","69f60c4c24779144443de325","NULL","","","","","",""
1,"data","PennController","1","Start","69f60c4c24779144443de325","NULL","","","","","",""
1,"data","PennController","1","End","69f60c4c24779144443de325","NULL","","","","","",""
1,"data","PennController","1","End","69f60c4c24779144443de325","NULL","","","","","",""
2,"consent","PennController","2","Start","69f60c4c24779144443de325","NULL","","","","","",""
2,"consent","PennController","2","Start","69f60c4c24779144443de325","NULL","","","","","",""
2,"consent","PennController","2","End","69f60c4c24779144443de325","NULL","","","","","",""
2,"consent","PennController","2","End","69f60c4c24779144443de325","NULL","","","","","",""
3,"commitment","PennController","3","Start","69f60c4c24779144443de325","NULL","","","","","",""
3,"commitment","PennController","3","Start","69f60c4c24779144443de325","NULL","","","","","",""
3,"commitment","PennController","3","End","69f60c4c24779144443de325","NULL","","","","","",""
3,"commitment","Scale","response"," Ja ","69f60c4c24779144443de325","NULL","","","","","",""
3,"commitment","PennController","3","End","69f60c4c24779144443de325","NULL","","","","","",""
4,"instructions-accept","PennController","4","Start","69f60c4c24779144443de325","NULL","","","","","",""
4,"instructions-accept","PennController","4","Start","69f60c4c24779144443de325","NULL","","","","","",""
4,"instructions-accept","PennController","4","End","69f60c4c24779144443de325","NULL","","","","","",""
4,"instructions-accept","PennController","4","End","69f60c4c24779144443de325","NULL","","","","","",""
5,"practice-norming","PennController","9","Start","69f60c4c24779144443de325","practice","practice-1","NULL","","","",""
5,"practice-norming","PennController","9","Start","69f60c4c24779144443de325","practice","practice-1","NULL","","","",""
5,"practice-norming","PennController","9","End","69f60c4c24779144443de325","practice","practice-1","NULL","","","",""
5,"practice-norming","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69f60c4c24779144443de325","practice","practice-1","Any addtional parameters were appended as additional columns","","","",""
5,"practice-norming","Controller-AcceptabilityJudgment","AcceptabilityJudgment","7","69f60c4c24779144443de325","practice","practice-1","NULL","16062","","",""
5,"practice-norming","TextInput","prac-comment"," ","69f60c4c24779144443de325","practice","practice-1","NULL","","","",""
5,"practice-norming","PennController","9","End","69f60c4c24779144443de325","practice","practice-1","NULL","","","",""
6,"practice-norming","PennController","10","Start","69f60c4c24779144443de325","practice","practice-2","NULL","","","",""
6,"practice-norming","PennController","10","Start","69f60c4c24779144443de325","practice","practice-2","NULL","","","",""
6,"practice-norming","PennController","10","End","69f60c4c24779144443de325","practice","practice-2","NULL","","","",""
6,"practice-norming","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69f60c4c24779144443de325","practice","practice-2","Any addtional parameters were appended as additional columns","","","",""
6,"practice-norming","Controller-AcceptabilityJudgment","AcceptabilityJudgment","2","69f60c4c24779144443de325","practice","practice-2","NULL","20462","","",""
6,"practice-norming","TextInput","prac-comment"," ","69f60c4c24779144443de325","practice","practice-2","NULL","","","",""
6,"practice-norming","PennController","10","End","69f60c4c24779144443de325","practice","practice-2","NULL","","","",""
7,"transition-norming","PennController","5","Start","69f60c4c24779144443de325","NULL","","","","","",""
7,"transition-norming","PennController","5","Start","69f60c4c24779144443de325","NULL","","","","","",""
7,"transition-norming","PennController","5","End","69f60c4c24779144443de325","NULL","","","","","",""
7,"transition-norming","PennController","5","End","69f60c4c24779144443de325","NULL","","","","","",""
24,"norming-trial-1","PennController","27","Start","69f60c4c24779144443de325","1","main","main-23","non-bouletic-soll","soll","non-bouletic",""
24,"norming-trial-1","PennController","27","Start","69f60c4c24779144443de325","1","main","main-23","non-bouletic-soll","soll","non-bouletic",""
24,"norming-trial-1","PennController","27","End","69f60c4c24779144443de325","1","main","main-23","non-bouletic-soll","soll","non-bouletic",""
24,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69f60c4c24779144443de325","1","main","main-23","non-bouletic-soll","soll","non-bouletic",""
24,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","7","69f60c4c24779144443de325","1","main","main-23","non-bouletic-soll","soll","non-bouletic","Any addtional parameters were appended as additional columns"
24,"norming-trial-1","TextInput","norm-comment"," ","69f60c4c24779144443de325","1","main","main-23","non-bouletic-soll","soll","non-bouletic",""
24,"norming-trial-1","PennController","27","End","69f60c4c24779144443de325","1","main","main-23","non-bouletic-soll","soll","non-bouletic",""
11,"norming-trial-1","PennController","14","Start","69f60c4c24779144443de325","1","main","main-6","bouletic-soll","soll","bouletic",""
11,"norming-trial-1","PennController","14","Start","69f60c4c24779144443de325","1","main","main-6","bouletic-soll","soll","bouletic",""
11,"norming-trial-1","PennController","14","End","69f60c4c24779144443de325","1","main","main-6","bouletic-soll","soll","bouletic",""
11,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69f60c4c24779144443de325","1","main","main-6","bouletic-soll","soll","bouletic",""
11,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","7","69f60c4c24779144443de325","1","main","main-6","bouletic-soll","soll","bouletic","Any addtional parameters were appended as additional columns"
11,"norming-trial-1","TextInput","norm-comment"," ","69f60c4c24779144443de325","1","main","main-6","bouletic-soll","soll","bouletic",""
11,"norming-trial-1","PennController","14","End","69f60c4c24779144443de325","1","main","main-6","bouletic-soll","soll","bouletic",""
25,"norming-trial-1","PennController","28","Start","69f60c4c24779144443de325","1","main","main-22","bouletic-soll","soll","bouletic",""
25,"norming-trial-1","PennController","28","Start","69f60c4c24779144443de325","1","main","main-22","bouletic-soll","soll","bouletic",""
25,"norming-trial-1","PennController","28","End","69f60c4c24779144443de325","1","main","main-22","bouletic-soll","soll","bouletic",""
25,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69f60c4c24779144443de325","1","main","main-22","bouletic-soll","soll","bouletic",""
25,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","6","69f60c4c24779144443de325","1","main","main-22","bouletic-soll","soll","bouletic","Any addtional parameters were appended as additional columns"
25,"norming-trial-1","TextInput","norm-comment"," ","69f60c4c24779144443de325","1","main","main-22","bouletic-soll","soll","bouletic",""
25,"norming-trial-1","PennController","28","End","69f60c4c24779144443de325","1","main","main-22","bouletic-soll","soll","bouletic",""
22,"norming-trial-1","PennController","25","Start","69f60c4c24779144443de325","1","main","main-25","bouletic-soll","soll","bouletic",""
22,"norming-trial-1","PennController","25","Start","69f60c4c24779144443de325","1","main","main-25","bouletic-soll","soll","bouletic",""
22,"norming-trial-1","PennController","25","End","69f60c4c24779144443de325","1","main","main-25","bouletic-soll","soll","bouletic",""
22,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69f60c4c24779144443de325","1","main","main-25","bouletic-soll","soll","bouletic",""
22,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","7","69f60c4c24779144443de325","1","main","main-25","bouletic-soll","soll","bouletic","Any addtional parameters were appended as additional columns"
22,"norming-trial-1","TextInput","norm-comment"," ","69f60c4c24779144443de325","1","main","main-25","bouletic-soll","soll","bouletic",""
22,"norming-trial-1","PennController","25","End","69f60c4c24779144443de325","1","main","main-25","bouletic-soll","soll","bouletic",""
49,"norming-trial-1","PennController","52","Start","69f60c4c24779144443de325","1","control","control-15","control-good","kann","bad",""
49,"norming-trial-1","PennController","52","Start","69f60c4c24779144443de325","1","control","control-15","control-good","kann","bad",""
49,"norming-trial-1","PennController","52","End","69f60c4c24779144443de325","1","control","control-15","control-good","kann","bad",""
49,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69f60c4c24779144443de325","1","control","control-15","control-good","kann","bad",""
49,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","7","69f60c4c24779144443de325","1","control","control-15","control-good","kann","bad","Any addtional parameters were appended as additional columns"
49,"norming-trial-1","TextInput","norm-comment"," ","69f60c4c24779144443de325","1","control","control-15","control-good","kann","bad",""
49,"norming-trial-1","PennController","52","End","69f60c4c24779144443de325","1","control","control-15","control-good","kann","bad",""
46,"norming-trial-1","PennController","49","Start","69f60c4c24779144443de325","1","control","control-3","control-good","darf","good",""
46,"norming-trial-1","PennController","49","Start","69f60c4c24779144443de325","1","control","control-3","control-good","darf","good",""
46,"norming-trial-1","PennController","49","End","69f60c4c24779144443de325","1","control","control-3","control-good","darf","good",""
46,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69f60c4c24779144443de325","1","control","control-3","control-good","darf","good",""
46,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","7","69f60c4c24779144443de325","1","control","control-3","control-good","darf","good","Any addtional parameters were appended as additional columns"
46,"norming-trial-1","TextInput","norm-comment"," ","69f60c4c24779144443de325","1","control","control-3","control-good","darf","good",""
46,"norming-trial-1","PennController","49","End","69f60c4c24779144443de325","1","control","control-3","control-good","darf","good",""
34,"norming-trial-1","PennController","37","Start","69f60c4c24779144443de325","1","main","main-14","non-bouletic-soll","soll","non-bouletic",""
34,"norming-trial-1","PennController","37","Start","69f60c4c24779144443de325","1","main","main-14","non-bouletic-soll","soll","non-bouletic",""
34,"norming-trial-1","PennController","37","End","69f60c4c24779144443de325","1","main","main-14","non-bouletic-soll","soll","non-bouletic",""
34,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69f60c4c24779144443de325","1","main","main-14","non-bouletic-soll","soll","non-bouletic",""
34,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","5","69f60c4c24779144443de325","1","main","main-14","non-bouletic-soll","soll","non-bouletic","Any addtional parameters were appended as additional columns"
34,"norming-trial-1","TextInput","norm-comment"," ","69f60c4c24779144443de325","1","main","main-14","non-bouletic-soll","soll","non-bouletic",""
34,"norming-trial-1","PennController","37","End","69f60c4c24779144443de325","1","main","main-14","non-bouletic-soll","soll","non-bouletic",""
47,"norming-trial-1","PennController","50","Start","69f60c4c24779144443de325","1","control","control-2","control-good","darf","good",""
47,"norming-trial-1","PennController","50","Start","69f60c4c24779144443de325","1","control","control-2","control-good","darf","good",""
47,"norming-trial-1","PennController","50","End","69f60c4c24779144443de325","1","control","control-2","control-good","darf","good",""
47,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69f60c4c24779144443de325","1","control","control-2","control-good","darf","good",""
47,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","7","69f60c4c24779144443de325","1","control","control-2","control-good","darf","good","Any addtional parameters were appended as additional columns"
47,"norming-trial-1","TextInput","norm-comment"," ","69f60c4c24779144443de325","1","control","control-2","control-good","darf","good",""
47,"norming-trial-1","PennController","50","End","69f60c4c24779144443de325","1","control","control-2","control-good","darf","good",""
44,"norming-trial-1","PennController","47","Start","69f60c4c24779144443de325","1","control","control-5","control-bad","kann","good",""
44,"norming-trial-1","PennController","47","Start","69f60c4c24779144443de325","1","control","control-5","control-bad","kann","good",""
44,"norming-trial-1","PennController","47","End","69f60c4c24779144443de325","1","control","control-5","control-bad","kann","good",""
44,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69f60c4c24779144443de325","1","control","control-5","control-bad","kann","good",""
44,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","1","69f60c4c24779144443de325","1","control","control-5","control-bad","kann","good","Any addtional parameters were appended as additional columns"
44,"norming-trial-1","TextInput","norm-comment"," ","69f60c4c24779144443de325","1","control","control-5","control-bad","kann","good",""
44,"norming-trial-1","PennController","47","End","69f60c4c24779144443de325","1","control","control-5","control-bad","kann","good",""
53,"norming-trial-1","PennController","56","Start","69f60c4c24779144443de325","1","control","control-11","control-bad","darf","bad",""
53,"norming-trial-1","PennController","56","Start","69f60c4c24779144443de325","1","control","control-11","control-bad","darf","bad",""
53,"norming-trial-1","PennController","56","End","69f60c4c24779144443de325","1","control","control-11","control-bad","darf","bad",""
53,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69f60c4c24779144443de325","1","control","control-11","control-bad","darf","bad",""
53,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","1","69f60c4c24779144443de325","1","control","control-11","control-bad","darf","bad","Any addtional parameters were appended as additional columns"
53,"norming-trial-1","TextInput","norm-comment"," ","69f60c4c24779144443de325","1","control","control-11","control-bad","darf","bad",""
53,"norming-trial-1","PennController","56","End","69f60c4c24779144443de325","1","control","control-11","control-bad","darf","bad",""
26,"norming-trial-1","PennController","29","Start","69f60c4c24779144443de325","1","main","main-21","bouletic-soll","soll","bouletic",""
26,"norming-trial-1","PennController","29","Start","69f60c4c24779144443de325","1","main","main-21","bouletic-soll","soll","bouletic",""
26,"norming-trial-1","PennController","29","End","69f60c4c24779144443de325","1","main","main-21","bouletic-soll","soll","bouletic",""
26,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69f60c4c24779144443de325","1","main","main-21","bouletic-soll","soll","bouletic",""
26,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","7","69f60c4c24779144443de325","1","main","main-21","bouletic-soll","soll","bouletic","Any addtional parameters were appended as additional columns"
26,"norming-trial-1","TextInput","norm-comment"," ","69f60c4c24779144443de325","1","main","main-21","bouletic-soll","soll","bouletic",""
26,"norming-trial-1","PennController","29","End","69f60c4c24779144443de325","1","main","main-21","bouletic-soll","soll","bouletic",""
32,"norming-trial-1","PennController","35","Start","69f60c4c24779144443de325","1","main","main-16","bouletic-soll","soll","bouletic",""
32,"norming-trial-1","PennController","35","Start","69f60c4c24779144443de325","1","main","main-16","bouletic-soll","soll","bouletic",""
32,"norming-trial-1","PennController","35","End","69f60c4c24779144443de325","1","main","main-16","bouletic-soll","soll","bouletic",""
32,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69f60c4c24779144443de325","1","main","main-16","bouletic-soll","soll","bouletic",""
32,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","6","69f60c4c24779144443de325","1","main","main-16","bouletic-soll","soll","bouletic","Any addtional parameters were appended as additional columns"
32,"norming-trial-1","TextInput","norm-comment"," ","69f60c4c24779144443de325","1","main","main-16","bouletic-soll","soll","bouletic",""
32,"norming-trial-1","PennController","35","End","69f60c4c24779144443de325","1","main","main-16","bouletic-soll","soll","bouletic",""
43,"norming-trial-1","PennController","46","Start","69f60c4c24779144443de325","1","control","control-6","control-good","kann","good",""
43,"norming-trial-1","PennController","46","Start","69f60c4c24779144443de325","1","control","control-6","control-good","kann","good",""
43,"norming-trial-1","PennController","46","End","69f60c4c24779144443de325","1","control","control-6","control-good","kann","good",""
43,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69f60c4c24779144443de325","1","control","control-6","control-good","kann","good",""
43,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","7","69f60c4c24779144443de325","1","control","control-6","control-good","kann","good","Any addtional parameters were appended as additional columns"
43,"norming-trial-1","TextInput","norm-comment"," ","69f60c4c24779144443de325","1","control","control-6","control-good","kann","good",""
43,"norming-trial-1","PennController","46","End","69f60c4c24779144443de325","1","control","control-6","control-good","kann","good",""
42,"norming-trial-1","PennController","45","Start","69f60c4c24779144443de325","1","control","control-7","control-good","kann","good",""
42,"norming-trial-1","PennController","45","Start","69f60c4c24779144443de325","1","control","control-7","control-good","kann","good",""
42,"norming-trial-1","PennController","45","End","69f60c4c24779144443de325","1","control","control-7","control-good","kann","good",""
42,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69f60c4c24779144443de325","1","control","control-7","control-good","kann","good",""
42,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","7","69f60c4c24779144443de325","1","control","control-7","control-good","kann","good","Any addtional parameters were appended as additional columns"
42,"norming-trial-1","TextInput","norm-comment"," ","69f60c4c24779144443de325","1","control","control-7","control-good","kann","good",""
42,"norming-trial-1","PennController","45","End","69f60c4c24779144443de325","1","control","control-7","control-good","kann","good",""
51,"norming-trial-1","PennController","54","Start","69f60c4c24779144443de325","1","control","control-13","control-bad","kann","bad",""
51,"norming-trial-1","PennController","54","Start","69f60c4c24779144443de325","1","control","control-13","control-bad","kann","bad",""
51,"norming-trial-1","PennController","54","End","69f60c4c24779144443de325","1","control","control-13","control-bad","kann","bad",""
51,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69f60c4c24779144443de325","1","control","control-13","control-bad","kann","bad",""
51,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","1","69f60c4c24779144443de325","1","control","control-13","control-bad","kann","bad","Any addtional parameters were appended as additional columns"
51,"norming-trial-1","TextInput","norm-comment"," ","69f60c4c24779144443de325","1","control","control-13","control-bad","kann","bad",""
51,"norming-trial-1","PennController","54","End","69f60c4c24779144443de325","1","control","control-13","control-bad","kann","bad",""
45,"norming-trial-1","PennController","48","Start","69f60c4c24779144443de325","1","control","control-4","control-good","darf","good",""
45,"norming-trial-1","PennController","48","Start","69f60c4c24779144443de325","1","control","control-4","control-good","darf","good",""
45,"norming-trial-1","PennController","48","End","69f60c4c24779144443de325","1","control","control-4","control-good","darf","good",""
45,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69f60c4c24779144443de325","1","control","control-4","control-good","darf","good",""
45,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","7","69f60c4c24779144443de325","1","control","control-4","control-good","darf","good","Any addtional parameters were appended as additional columns"
45,"norming-trial-1","TextInput","norm-comment"," ","69f60c4c24779144443de325","1","control","control-4","control-good","darf","good",""
45,"norming-trial-1","PennController","48","End","69f60c4c24779144443de325","1","control","control-4","control-good","darf","good",""
35,"norming-trial-1","PennController","38","Start","69f60c4c24779144443de325","1","main","main-13","bouletic-soll","soll","bouletic",""
35,"norming-trial-1","PennController","38","Start","69f60c4c24779144443de325","1","main","main-13","bouletic-soll","soll","bouletic",""
35,"norming-trial-1","PennController","38","End","69f60c4c24779144443de325","1","main","main-13","bouletic-soll","soll","bouletic",""
35,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69f60c4c24779144443de325","1","main","main-13","bouletic-soll","soll","bouletic",""
35,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","1","69f60c4c24779144443de325","1","main","main-13","bouletic-soll","soll","bouletic","Any addtional parameters were appended as additional columns"
35,"norming-trial-1","TextInput","norm-comment"," ","69f60c4c24779144443de325","1","main","main-13","bouletic-soll","soll","bouletic",""
35,"norming-trial-1","PennController","38","End","69f60c4c24779144443de325","1","main","main-13","bouletic-soll","soll","bouletic",""
39,"norming-trial-1","PennController","42","Start","69f60c4c24779144443de325","1","main","main-1","bouletic-soll","soll","bouletic",""
39,"norming-trial-1","PennController","42","Start","69f60c4c24779144443de325","1","main","main-1","bouletic-soll","soll","bouletic",""
39,"norming-trial-1","PennController","42","End","69f60c4c24779144443de325","1","main","main-1","bouletic-soll","soll","bouletic",""
39,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69f60c4c24779144443de325","1","main","main-1","bouletic-soll","soll","bouletic",""
39,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","6","69f60c4c24779144443de325","1","main","main-1","bouletic-soll","soll","bouletic","Any addtional parameters were appended as additional columns"
39,"norming-trial-1","TextInput","norm-comment"," ","69f60c4c24779144443de325","1","main","main-1","bouletic-soll","soll","bouletic",""
39,"norming-trial-1","PennController","42","End","69f60c4c24779144443de325","1","main","main-1","bouletic-soll","soll","bouletic",""
14,"norming-trial-1","PennController","17","Start","69f60c4c24779144443de325","1","main","main-32","bouletic-soll","soll","bouletic",""
14,"norming-trial-1","PennController","17","Start","69f60c4c24779144443de325","1","main","main-32","bouletic-soll","soll","bouletic",""
14,"norming-trial-1","PennController","17","End","69f60c4c24779144443de325","1","main","main-32","bouletic-soll","soll","bouletic",""
14,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69f60c4c24779144443de325","1","main","main-32","bouletic-soll","soll","bouletic",""
14,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","6","69f60c4c24779144443de325","1","main","main-32","bouletic-soll","soll","bouletic","Any addtional parameters were appended as additional columns"
14,"norming-trial-1","TextInput","norm-comment"," ","69f60c4c24779144443de325","1","main","main-32","bouletic-soll","soll","bouletic",""
14,"norming-trial-1","PennController","17","End","69f60c4c24779144443de325","1","main","main-32","bouletic-soll","soll","bouletic",""
55,"norming-trial-1","PennController","58","Start","69f60c4c24779144443de325","1","control","control-1","control-bad","darf","good",""
55,"norming-trial-1","PennController","58","Start","69f60c4c24779144443de325","1","control","control-1","control-bad","darf","good",""
55,"norming-trial-1","PennController","58","End","69f60c4c24779144443de325","1","control","control-1","control-bad","darf","good",""
55,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69f60c4c24779144443de325","1","control","control-1","control-bad","darf","good",""
55,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","2","69f60c4c24779144443de325","1","control","control-1","control-bad","darf","good","Any addtional parameters were appended as additional columns"
55,"norming-trial-1","TextInput","norm-comment"," ","69f60c4c24779144443de325","1","control","control-1","control-bad","darf","good",""
55,"norming-trial-1","PennController","58","End","69f60c4c24779144443de325","1","control","control-1","control-bad","darf","good",""
54,"norming-trial-1","PennController","57","Start","69f60c4c24779144443de325","1","control","control-10","control-bad","darf","bad",""
54,"norming-trial-1","PennController","57","Start","69f60c4c24779144443de325","1","control","control-10","control-bad","darf","bad",""
54,"norming-trial-1","PennController","57","End","69f60c4c24779144443de325","1","control","control-10","control-bad","darf","bad",""
54,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69f60c4c24779144443de325","1","control","control-10","control-bad","darf","bad",""
54,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","1","69f60c4c24779144443de325","1","control","control-10","control-bad","darf","bad","Any addtional parameters were appended as additional columns"
54,"norming-trial-1","TextInput","norm-comment"," ","69f60c4c24779144443de325","1","control","control-10","control-bad","darf","bad",""
54,"norming-trial-1","PennController","57","End","69f60c4c24779144443de325","1","control","control-10","control-bad","darf","bad",""
18,"norming-trial-1","PennController","21","Start","69f60c4c24779144443de325","1","main","main-29","non-bouletic-soll","soll","non-bouletic",""
18,"norming-trial-1","PennController","21","Start","69f60c4c24779144443de325","1","main","main-29","non-bouletic-soll","soll","non-bouletic",""
18,"norming-trial-1","PennController","21","End","69f60c4c24779144443de325","1","main","main-29","non-bouletic-soll","soll","non-bouletic",""
18,"norming-trial-1","Controller-AcceptabilityJudgment","AcceptabilityJudgment","NULL","69f60c4c24779144443de325","1","main","main-29","non-bouletic-soll","soll","non-bouletic",""
